1441;Neustadt;Was hast du 1441 in Neustadt gemacht?;Primariae preces pro Johanne Stadler ad Canonicatum et Praebendam Eccl. cathedralis Frisingensis.
1441;Poherlitz;Was hast du 1441 in Poherlitz gemacht?;Leonard Aisenhaimer, in Poherlitz Hauptmann, meldet dem K. Friedrich, dass er sich wegen des ausständigen Soldes selbst zahlhaft machen werde (Fehdebrief)., It. seine Helfer.
1441;Pressburg;Was hast du 1441 in Pressburg gemacht?;K. Elisabeth begehrt von K. Friedrich ihren Sohn Ladislaus und ihre Tochter, und die ungarische Krone zurück.
1441;Schretenthal;Was hast du 1441 in Schretenthal gemacht?;Ulrich Eyzinger sagt für sich und s. Anhänger dem K. Friedrich wegen ausständiger Schuld den Gehorsam auf.
1441;Valkenstain;Was hast du 1441 in Valkenstain gemacht?;Sigismund Eyzinger nimmt die Partey seines Vetters Ulrich, und sagt dem K. Friedrich Treue und Gehorsam auf.
1441;Valkenstein;Was hast du 1441 in Valkenstein gemacht?;Ulrich Eyzinger klagt bey den auf dem Landtage versammelten österreichischen Ständen über K. Friedrich wegen unbezahlter Schuld und wegen der Güter, die der König hatte in Beschlag nehmen lassen.
1441;Wien;Was hast du 1441 in Wien gemacht?;Er präsentirt den Johann von Aych dem Erzbischof von Trier zur lieben Frau-Propstey zu Wezlar.
1441;Wiener Neustadt;Was hast du 1441 in Wiener Neustadt gemacht?;Er belehnt Jörg von Eckartsau wissenntlich mit folgenden Erblehen der Lehenschaft des Ftm.
1442;Aachen;Was hast du 1442 in Aachen gemacht?;Er bestätigt die Privilegien der Stadt Düren.
1442;Augsburg;Was hast du 1442 in Augsburg gemacht?;Er bestätigt die Privilegien des Klosters Ettal, in der Diöcese Freysingen, und seine Besitzungen.
1442;Aussee;Was hast du 1442 in Aussee gemacht?;Er teilt Hz. Philipp von Burgund mit, daß er vernommen hat, auf welche Weise Hzin. Elisabeth von Bayern, neptis nostra carissima, zum Schaden jener, denen nach Erbrecht dieses Hzm.
1442;Basel;Was hast du 1442 in Basel gemacht?;Er bestätigt die Privilegien der Stadt Hamburg.
1442;Bern;Was hast du 1442 in Bern gemacht?;Er bestätigt die Privilegien des Fleckens Zurzach und verleiht ihm einen Wochenmarkt am Samstag, auf Bitte des Propstes und Capitels des St. Verenenstiftes zu Zurzach.
1442;Bisanz;Was hast du 1442 in Bisanz gemacht?;Er verleiht dem Ulrich Welzly von Göppingen, königlichem Kanzleyschreiber, den Hof Korenthal bey Stuckgarten gelegen, als ein verfallenes Reichslehen.
1442;Breisach;Was hast du 1442 in Breisach gemacht?;Er gestattet Eb. Jakob von Trier, das Dorf Elz zu einer stadt und feste auszubauen.
1442;Brisach;Was hast du 1442 in Brisach gemacht?;Er gibt dem Peter Wenigen einen Dienstbrief, mit Geleit.
1442;Bruck an der Mur;Was hast du 1442 in Bruck an der Mur gemacht?;Er gibt dem Wolfgang Pössel, Clericus der Salzburger Diöcese, einen Tischtitel (titulum mensae).
1442;Constanz;Was hast du 1442 in Constanz gemacht?;Er gibt seine Einwilligung zu dem Verkaufe verschiedener Reichslehen an die Stadt Freyburg im Uechtland durch die Grafen von Tierstein.
1442;Cölln;Was hast du 1442 in Cölln gemacht?;Er bestätigt die Anordnung, durch welche Erzbischof Theoderich von Cölln den Hennekin, Schultheiss von Berendorp, zum Freygrafen des Sitzes in Fredeborch machte.
1442;Ensisheim;Was hast du 1442 in Ensisheim gemacht?;Er macht die Herrschaft Moncler des in den Grafenstand erhobenen Arnolt von Sirk zur Grafschaft.
1442;Feldkirch;Was hast du 1442 in Feldkirch gemacht?;Er gibt dem Heinrich Ehinger zu Guttingen gesessen, und seinen Söhnen Ulrich und Conrad einen Dienstbrief nebst freyem Geleite.
1442;Frankfurt;Was hast du 1442 in Frankfurt gemacht?;Er verleiht dem Berchtold von Wickersheim die Mahl-, Walk- und Schleifmühle zu Hagenau.
1442;Freiburg im Uechtland;Was hast du 1442 in Freiburg im Uechtland gemacht?;Er genehmigt den Verkauf eines Teils des Schlosses Rödelheim durch Wenzel von Cleen und dessen Frau Irmel von Sachsenhausen an Frankfurt.
1442;Freiburg im Üchtland;Was hast du 1442 in Freiburg im Üchtland gemacht?;Er bestätigtIn der Arenga (vgl. Druck) wird auf die Treue Freiburgs zu Kg.F. hingewiesen.
1442;Freyburg;Was hast du 1442 in Freyburg gemacht?;Er legitimirt den Wilhelm und Claudius Ramuz de Cudelfino und ihre Schwester Agnes (ex conjugato et soluta genitos).
1442;Freyburg im Uechtland;Was hast du 1442 in Freyburg im Uechtland gemacht?;Er bestätigt die Privilegien der Stadt Freyburg im Uechtland.
1442;Genf;Was hast du 1442 in Genf gemacht?;Er bestätigt den Privilegienbrief K. Sigmunds für Johann Servion de Gebennis de et super usu et peritia artis Monetariatus, nec non nobilitationis sive armorum concessionis ...
1442;Grätz;Was hast du 1442 in Grätz gemacht?;Er gibt dem Ludwig Thile einen Dienstbrief, it. einen Caplanatsbrief.
1442;Hagenau;Was hast du 1442 in Hagenau gemacht?;Er bestätigt die Privilegien der Stadt Neustadt an der Hart.
1442;Innsbruck;Was hast du 1442 in Innsbruck gemacht?;Er gibt dem Hanns Ratfelder, Bürger zu Innsbruck, einen Wappenbrief.
1442;Konstanz;Was hast du 1442 in Konstanz gemacht?;Er bestätigt AbtAbt Eberhard Schwager (1441-1462).
1442;Krems;Was hast du 1442 in Krems gemacht?;Geschichte des österreichischen Landtags zu Krems, nach den Berichten der Deputirten der Stadt Wien, welche aber im Abdrucke etwas confus sind.
1442;Krumau;Was hast du 1442 in Krumau gemacht?;Ulrich von Rosenberg quittirt den römischen K. Friedrich als Vormund K. Ladislaus P. über 3000 ungarische Gulden, Schuldforderungen.
1442;Köln;Was hast du 1442 in Köln gemacht?;Er belehnt mit Rat der Fürsten, Grafen, Herren und Getreuen den persönlich erschienenen Kurfürsten Hz. Friedrich (II.) von Sachsen, seinen SchwagerKf.
1442;Lausanne;Was hast du 1442 in Lausanne gemacht?;Er bestätigt die Privilegien des Frauenklosters zu Schennis, Ord.
1442;Linz;Was hast du 1442 in Linz gemacht?;Nicolesch Krchlowicz von Krcheb quittirt den römischen König Friedrich als Vormund König Ladislaus P. über 300 ungarische Gulden.
1442;Mainz;Was hast du 1442 in Mainz gemacht?;R. R. Fridericus dat lit. familiaritatis Juliano de Barratis de Roma, cum salvo conductu.
1442;Meran;Was hast du 1442 in Meran gemacht?;Er verleiht Hannsen von Vayd ein Wappen.
1442;Mittenwald;Was hast du 1442 in Mittenwald gemacht?;Er gibt dem Bischof von Brixen ein Indult von einem Jahr, hinsichtlich des Genusses seiner Privilegien und Herrlichkeiten, auch der Ausübung des Banns über das Hochgericht.
1442;Mühlhausen;Was hast du 1442 in Mühlhausen gemacht?;Er gibt dem Magister Heinrich von Reczicz, Astronom, einen Dienstbrief und Pass.
1442;Neuenburg im Breisgrau;Was hast du 1442 in Neuenburg im Breisgrau gemacht?;Er it. dasselbe bekennt die Stadt Neuenburg im Breisgau.
1442;Nürnberg;Was hast du 1442 in Nürnberg gemacht?;Er verleiht dem Heinrich von Ellerbach die Veste Neuburg und den Markt darunter, und die Vogtey des Klosters Ursperg mit allen Zugehörungen.
1442;Rein;Was hast du 1442 in Rein gemacht?;Er gibt dem Johann Weidacher einen Dienstbrief.
1442;Rheinfelden;Was hast du 1442 in Rheinfelden gemacht?;Er bestätigt die Privilegien des Dominikanerinnenklosters zu Underlingen in Colmar, Bisthum Basel.
1442;Rom – Fälschung –;Was hast du 1442 in Rom – Fälschung – gemacht?;Er stellt für Hans und Walther von Kirchen einen Adelsbrief aus.
1442;Salzburg;Was hast du 1442 in Salzburg gemacht?;Er gibt dem Hagnabenus de Sicis einen Dienstbrief.
1442;Schlettstadt;Was hast du 1442 in Schlettstadt gemacht?;Er bestätigt die Privilegien der Stadt Selss.
1442;Schwäbisch-Wörth;Was hast du 1442 in Schwäbisch-Wörth gemacht?;Er bestätigt die Privilegien des Benedictinerklosters zum heil. Kreuz zu Schwäbisch-Wörth, und nimmt dasselbe in Reichsschutz.
1442;Sine loco;Was hast du 1442 in Sine loco gemacht?;Er gibt dem Hanns von Ingelzat die Bestätigung der Freyheit von allen Steuern und Diensten.
1442;Steyr;Was hast du 1442 in Steyr gemacht?;Er verleiht dem Hanns von Eberstorf das zum Obrist-Kämmerer-Amt gehörige Gericht der Färber.
1442;Strassburg;Was hast du 1442 in Strassburg gemacht?;Er verleiht dem Wernhart Gossmann von Ober-Ehenheim gewisse in dem Bann zu Ober-Ehenheim gelegene Lehen.
1442;Straßburg;Was hast du 1442 in Straßburg gemacht?;Er überträgt Eb. Jakob von Trier eine Kommission in der Streitsache zwischen Nikolaus Vogt von Hunolstein einerseits und Bürgermeistern und Rat der Stadt Speyer andererseits.
1442;Tann;Was hast du 1442 in Tann gemacht?;Er bestätigt die Privilegien der Stadt Brunlingen, die sj von römischen kaisern und kunign und herczogn zu Osterrich haben.
1442;Waldshut;Was hast du 1442 in Waldshut gemacht?;Er verleiht den Bürgern und Inwohnern von Ensisheim die Freyheit, vor fremde Gerichte nicht geladen werden zu können.
1442;Wien;Was hast du 1442 in Wien gemacht?;Albrecht Strauss quittirt den K. Friedrich als Vormund K. Ladislaus P. über alle Schuldforderungen gegen eine Abfertigungssumme.
1442;Winterthur;Was hast du 1442 in Winterthur gemacht?;Er verleiht der dem Hause Oesterreich in Pfandesweise zugehörigen Reichsstadt Neunburg einen Zoll auf dem Rhein bis auf Widerruf.
1442;Würzburg;Was hast du 1442 in Würzburg gemacht?;Er verleiht dem Wilhelm, Grafen zu Castell, seinen Theil an den Zöllen zu Eversheim und Leymbach.
1442;Zürich;Was hast du 1442 in Zürich gemacht?;Er bestätigt die Privilegien des Klosters zu Lützel, Cistercienserordens, im Bisthum Basel.
1442;et sine loco;Was hast du 1442 in et sine loco gemacht?;Er ernennt den Markgrafen von Rotel zum Schirmer des Frauen-Klosters Klingenthal ze Mynner Basel im Constanzer Bisthum.
1443;Aschaffenburg;Was hast du 1443 in Aschaffenburg gemacht?;Erzbischof Dietrich von Mainz compromittirt auf den römischen K. Friedrich, in einer Streitsache mit Itel von Westernach wegen des Dorfes Breidenthal zu entscheiden.
1443;Basel;Was hast du 1443 in Basel gemacht?;Das Concilium zu Basel gibt dem Cardinal Alexander tit. S. Laurentii in Damaso ein Creditiv an den römischen K. Friedrich.
1443;Brixen;Was hast du 1443 in Brixen gemacht?;Er bestätigt einen Tausch, den Erzbischof Friedrich von Salzburg und Herzog Heinrich von Baiern, Pfalzgraf bey Rhein, umb frides und gemaches willen irer lannde und lute getroffen haben.
1443;Graz;Was hast du 1443 in Graz gemacht?;Er ersucht Bf. Johann (VIII.) von Lüttich um die Verleihung von beneficia für die diejenigen cantores der kgl. Kapelle, die aus der Stadt oder Diözese Lüttich stammen.
1443;Grimma;Was hast du 1443 in Grimma gemacht?;Die Herzoge Friedrich und Wilhelm von Sachsen verweisen der Prinzessin Margareth, Schwester K. Friedrichs, Gemahlin Herzogs Friedrich, ihr Heirathsgut und versichern dasselbe.
1443;Grätz;Was hast du 1443 in Grätz gemacht?;Herzog Sigmund von Oesterreich schreibt seinem Diener Hanns von Knöringen, und muntert ihn auf, dazu zu helfen, dass er aus der Vormundschaft des K. Friedrich erlediget werde.
1443;Hall im Innthal;Was hast du 1443 in Hall im Innthal gemacht?;Ulrich von Kungseck verzichtet gegen K. Friedrich, als Vormund Herzogs Sigmund von Oesterreich, auf eine Schuldforderung von 1411 Gulden.
1443;Innsbruck;Was hast du 1443 in Innsbruck gemacht?;Er gibt dem Lienhard Cheyserman von Kiufstain, Priester der Salzburger Diöcese, einen Caplanatsbrief.
1443;Leoben;Was hast du 1443 in Leoben gemacht?;Er bestätigt die Privilegien des Frauenklosters zu Göss.
1443;Neustadt;Was hast du 1443 in Neustadt gemacht?;Er verleiht den Gebrüdern Michel und Anton, genannt die Noder, ein Wappen.
1443;Ofen;Was hast du 1443 in Ofen gemacht?;K. Wladislaus von Polen (und Ungarn) schreibt dem römischen K. Friedrich in Betreff des Feldzugs gegen die Türken, und des Friedens von Seite Oesterreichs.
1443;Salzburg;Was hast du 1443 in Salzburg gemacht?;Er verleiht dem Hanns Amrunger den halben Zoll zu Truchtlachingen.
1443;Wien;Was hast du 1443 in Wien gemacht?;Hinko Krussina von Swannberg quittirt den römischen König Friedrich, seinen Mündel K. Ladislaus P. und die österreichischen Landverweser über 2100 Goldgulden für Soldforderungen.
1443;Wiener Neustadt;Was hast du 1443 in Wiener Neustadt gemacht?;Er gestattet seinen Schwägern Kf. Friedrich (II.) von Sachsen und dessen Bruder Wilhelm (III.), in ihren Städten Dresden oder Großenhain eine Niederlage von allem Kaufmannsgut einzurichten.
1443;et sine loco;Was hast du 1443 in et sine loco gemacht?;Er verleiht dem Arnold von Seckendorff zu Rocking gesessen seine Lehen.
1444;Baden;Was hast du 1444 in Baden gemacht?;Er bestätigt der böhmischen Abtey Güldenkron einen verlornen Brief H. Albrechts von Oesterreich, und die darin für ihr Haus zu Krems verliehenen Freyheiten, bis auf Widerruf.
1444;Basel;Was hast du 1444 in Basel gemacht?;Das Concilium zu Basel bestätigt die von K. Friedrich gemachte Stiftung einer Propstey im Schlosse zu Neustadt.
1444;Cadolzburg;Was hast du 1444 in Cadolzburg gemacht?;Markgraf Johann von Brandenburg versichert dem Peter Rieter zu Nürnberg einige Lehen, welche ihm in Ansehung der ersten Bitte des römischen K. Friedrich geliehen werden sollen.
1444;Graz;Was hast du 1444 in Graz gemacht?;Er befiehlt Jakob Truchseß von WaldburgDieser war zugleich auch Gf. Ulrichs Rat und Hofmeister, s. LA Bad.-Württ., HStA Stuttgart, Sign.
1444;Grätz;Was hast du 1444 in Grätz gemacht?;Er macht eine Stiftung bey der Gottsleichnamszeche der Schneider in Laybach.
1444;Laibach;Was hast du 1444 in Laibach gemacht?;Er bestätigt alle Privilegien des Karthäuser-Klosters zu Freudnitz.
1444;Neustadt;Was hast du 1444 in Neustadt gemacht?;Er befiehlt den Städten Ulm, Gemünd, Pfullendorf und Bopfingen, dem Grafen von Oettingen die von römischen Kaisern verschriebenen Stadtsteuern zu bezahlen.
1444;Nürnberg;Was hast du 1444 in Nürnberg gemacht?;Er bestätigt die Privilegien der Stadt Schafhausen.
1444;Ofen;Was hast du 1444 in Ofen gemacht?;K. Wladislaus schreibt an K. Friedrich wegen Beobachtung des von einigen Ungarn aus Unwissenheit gebrochenen Waffenstillstands.
1444;Passau;Was hast du 1444 in Passau gemacht?;Er für sich und seine Erben verspricht dem Eb. Friedrich von Salzburg, Legaten des römischen StuhlsZum Salzburger Legatentitel vgl. die oben in Anm.
1444;Regensburg;Was hast du 1444 in Regensburg gemacht?;Er verleiht dem Heinrich Nothafft das Truchsessamt des Bisthums Regenspurg, das von uns und dem rich zu lehen rürt.
1444;Rom;Was hast du 1444 in Rom gemacht?;Papst Eugen IV. beglaubigt bey K. Friedrich den zu ihm gesendeten Johann Carvajal.
1444;Siena;Was hast du 1444 in Siena gemacht?;Der Augustiner-Eremiten-Ordens-General ertheilt dem K. Friedrich einen Filiationsbrief, wodurch er aller guten Werke des Ordens theilhaft wird.
1444;Sine loco;Was hast du 1444 in Sine loco gemacht?;Er gibt dem Paul Mülhaimer von neuem ein Wappen.
1444;Speyer;Was hast du 1444 in Speyer gemacht?;Er bestätigt die Privilegien des Frauenklosters St. Johann in Holz., Reichs-Convent zu Speyer in Betreff der Franzosen.
1444;Triest;Was hast du 1444 in Triest gemacht?;Er gibt dem Magister Jacob Petrogra (filio quondam Heinrici de Justinopoli) einen Doctoratsbrief (legum).
1444;Vilshofen;Was hast du 1444 in Vilshofen gemacht?;Er verleiht dem Grafen Alram von Ortenberg die Grafschaft, das Schloss und den Blutbann daselbst.
1444;Wien;Was hast du 1444 in Wien gemacht?;Landtag der österreichischen Stände zu Wien. - Von Seite K. Friedrichs waren bevollmächtigte Räthe da, - es ward über den vorgeschlagenen Landfrieden berathschlagt, jeder Stand für sich.
1444;Wiener Neustadt;Was hast du 1444 in Wiener Neustadt gemacht?;Kg.F.Der Intitulatio vorangestellt ist die Invocatio Im namen der heiligen und ungetailten drivaltikait.
1445;Basel;Was hast du 1445 in Basel gemacht?;Das Concilium zu Basel erlässt eine Bulle an den röm. K. Friedrich, worin es denselben für sich und Papst Felix V. zu gewinnen und gegen Papst Eugen IV. einzunehmen sucht.
1445;Mantua;Was hast du 1445 in Mantua gemacht?;Markgraf Ludwig von Mantua bevollmächtigt den Franz de Folengis, bey dem röm. K. Friedrich um die Reichslehen anzusuchen und selbe an seiner Statt zu empfangen.
1445;Neustadt;Was hast du 1445 in Neustadt gemacht?;Er beruft die deutschen Reichs-Stände zu einem Reichstag nach Mainz.
1445;Poherlitz;Was hast du 1445 in Poherlitz gemacht?;Bruchstück des verabredeten Friedens zwischen Oesterreich und Mähren.
1445;Rom;Was hast du 1445 in Rom gemacht?;Papst Eugen IV. beglaubigt den Johann Carvaial, den er als Legaten zur Beförderung des Friedens und Glaubens im Königreiche Ungarn absendet, beym röm. K. Friedrich.
1445;Sine loco;Was hast du 1445 in Sine loco gemacht?;Derselbe übergibt wegen seiner Begnadigung dem röm. König seine Pfandschaft Vinkenstein und Pleyburg frey und ledig.
1445;Stockach;Was hast du 1445 in Stockach gemacht?;Die Gesellschaft St. Georgenschild im Hegau schliesst mit dem Herzog Albrecht und dem ganzen Hause Oesterreich ein Bündniss, und macht sich verbindlich, ihm wider die Schweizer Hülfe zu leisten.
1445;Trier;Was hast du 1445 in Trier gemacht?;Churfürst Ludwig von der Pfalz und Bischof Ruprecht von Strassburg vergleichen sich auf dem Reichsconvente zu Trier mit den Franzosen in Betreff ihres Abzugs.
1445;Wien;Was hast du 1445 in Wien gemacht?;Er verleiht dem Hanns von Northen ein Wappen und daz es aller lehen und ämbter die erbere schiltmessig leutt haben emphenglich sein und die haben und verwesn sull und muge.
1445;Wiener Neustadt;Was hast du 1445 in Wiener Neustadt gemacht?;Er berichtet Bürgermeistern und Rat der Stadt Nürnberg über die Erfahrungen der vor kurzem zu Nürnberg mit Rat der Kff.
1445;Znaim;Was hast du 1445 in Znaim gemacht?;Verabredung eines Friedens zwischen Oesterreich und Mähren durch Abgeordnete K. Friedrichs und der Landschaft von Mähren.
1445;et sine loco;Was hast du 1445 in et sine loco gemacht?;Er verleiht dem Hanns Teczler, Bürger zu Nürnberg, ein Gütlein zu Czwdorf gelegen, it. ein Gütlein gelegen zum Rewttleins, it. ein Zehentlein zu Hiettenpach.
1445;im Heer vor Güns in Ungarn;Was hast du 1445 in im Heer vor Güns in Ungarn gemacht?;Er belehnt Gf. Heinrich (XXVI.) von Schwarzburg-Arnstadt-Sondershausen mit den Reichslehen und bestätigt ihm alle Privilegien und Rechte.
1446;Baden;Was hast du 1446 in Baden gemacht?;Er verleiht dem Rafan von Helmstätt als einem Lehenträger seines Eheweibs Merge, Tochter des sel. Cunz von Veningen, das bürglin mit dem dorff Dachspach.
1446;Basel;Was hast du 1446 in Basel gemacht?;Das Concilium zu Basel ersucht den Grafen Caspar Schlick, königl. Canzler, seiner an den röm. K. Friedrich abgeschickten Bothschaft in allem an die Hand zu gehen.
1446;Constanz;Was hast du 1446 in Constanz gemacht?;Pfalzgraf Ludwig bey Rhein, Herzog von Bayern, macht eine Teidigung zwischen Herzog Albrecht und dem Hause Oesterreich und der Stadt Rheinfelden.
1446;Frankfurt;Was hast du 1446 in Frankfurt gemacht?;Chur-Verein wegen des Schisma.
1446;Graz;Was hast du 1446 in Graz gemacht?;Er befiehlt dem Rat der Stadt Frankfurt, Konrad von Steeg nicht von der dortigen Münze verdrängen zu lassen.
1446;Kaiserstuhl;Was hast du 1446 in Kaiserstuhl gemacht?;Beschwerden der Eidgenossen wider die Herrschaft von Oesterreich.
1446;Klosterneuburg;Was hast du 1446 in Klosterneuburg gemacht?;Er befiehlt dem Propst von SeckauAndreas Ennstaler, vgl. Anm.
1446;Neustadt;Was hast du 1446 in Neustadt gemacht?;Er bestätigt dem Hanns Gläczl von Ingolstatt sein Wapen und bessert es mit einer Krone.
1446;Ofen;Was hast du 1446 in Ofen gemacht?;Die Stände Ungarns beglaubigen ihren Abgesandten Hanns Kochheim bey dem Magistrate der Stadt Wien.
1446;Regensburg;Was hast du 1446 in Regensburg gemacht?;Ein Aufgeboth gegen die Innerösterreich verwüstenden Ungarn wird zu Regensburg verfügt, auf dem nächsten Montag nach St. Veit, gen Fürstenfeld und Rakersburg.
1446;Rom;Was hast du 1446 in Rom gemacht?;Er schreibt dem röm. K. Friedrich, bittet ihn um Schutz und überschickt ihm einige Bullen wegen einiger gemachten Forderungen, das Uebrige hat sein Nuntius abzuhandeln die Vollmacht.
1446;Sitten;Was hast du 1446 in Sitten gemacht?;Bündniss zwischen Herzog Ludwig von Savoyen und Bern einerseits und dem Bischof Wilhelm von Sitten und der Gemeinde der Walliser-Länder andererseits.Nachtrag dazu vom 1. September 1446.
1446;Tübingen;Was hast du 1446 in Tübingen gemacht?;Zusammenkunft zu Tübingen, um über einen neuen Zug gegen die Eidgenossen zu berathschlagen.Im geh.
1446;Wien;Was hast du 1446 in Wien gemacht?;Er verleiht dem Wilhelm von Sambreff, Herrn zu Kerpen und zu Reckem, das Haus Reckem mit seiner Herrlichkeit.
1446;Wiener Neustadt;Was hast du 1446 in Wiener Neustadt gemacht?;Er teilt Kf. Friedrich (II.) von Sachsen die Verhängung der Reichsacht über die Stadt Soest mit und gebietet ihm, dem Eb.
1446;Znaim;Was hast du 1446 in Znaim gemacht?;Friedensschluss zwischen Oesterreich und Mähren.
1446;et sine loco;Was hast du 1446 in et sine loco gemacht?;Steuer, welche bey Gelegenheit der Vermählung der Prinzessin Catharina (an den Markgrafen Carl von Baden) in den Provinzen Steyermark, Kärnthen und Krain ausgeschrieben wurde.
1447;Aschaffenburg;Was hast du 1447 in Aschaffenburg gemacht?;Reichs-Convent zu Aschaffenburg, in Betreff der Anerkennung des neuen Papstes Nicolaus V. Artikel: Advisata.
1447;Basel;Was hast du 1447 in Basel gemacht?;Das Concilium zu Basel bestätigt den Bischof Martin von Petina, k. Rath des röm. K. Friedrich als General-Vicar des erledigten Patriarchats Aquileja.
1447;Belreguardi;Was hast du 1447 in Belreguardi gemacht?;Markgraf Leonel von Este (Modena) gibt dem K. Friedrich einen Geleitsbrief für die Reise nach Rom.
1447;Brixie;Was hast du 1447 in Brixie gemacht?;Ludwig Markgraf zu Mantua beglaubigt den Wenceslaus de Ungharia beym K. Friedrich.
1447;Carpi;Was hast du 1447 in Carpi gemacht?;Die Gebrüder Albert und Galeaz de Piis, Herren von Carpi, schreiben dem K. Friedrich.
1447;Dijon;Was hast du 1447 in Dijon gemacht?;Die Bevollmächtigten des Herzogs Philipp von Burgund schreiben dem Herzog Albrecht von Oesterreich, in Betreff der schwebenden Unterhandlungen (it. am 25.).
1447;Feldkirch;Was hast du 1447 in Feldkirch gemacht?;Herzog Sigmund von Oesterreich entscheidet einen Streit zwischen den Hofjüngern von Montafun und den Wallsern in Betreff des Güterkaufs.
1447;Freyburg;Was hast du 1447 in Freyburg gemacht?;Die österreichischen Abgesandten treffen einen Vergleich und die Einigung zwischen der Stadt Freyburg im Uchtland und dem dortigen Stadtrath.
1447;Gent;Was hast du 1447 in Gent gemacht?;Herzog Philipp von Burgund schreibt dem Herzog Albrecht von Oesterreich in Betreff ihrer Unterhandlung.
1447;Genua;Was hast du 1447 in Genua gemacht?;Die Republik Genua antwortet dem röm. König Friedrich auf sein Schreiben vom 1. September 1447.
1447;Graz;Was hast du 1447 in Graz gemacht?;Er belehnt Hans Slauersbacher und dessen Frau Margarete auf Bitte des Grazer Bürgers Ulrich Völkel wissentleich mit dem brief, was wir in zu recht daran verleihen sullen oder mugen, mit Lehen des Ftm.
1447;Grätz;Was hast du 1447 in Grätz gemacht?;Er bestätigt die Privilegien der Stadt Wintersteten, welche Georg Truchsess zu Waldburg vom Hause Oesterreich pfandweise inne hat, und gibt ihr eine neue Freyheit.
1447;Innsbruck;Was hast du 1447 in Innsbruck gemacht?;Herzog Sigmund von Oesterreich begnehmigt das zwischen Herzog Philipp von Burgund und Herzog Albrecht von Oesterreich errichtete Bündniss, dem er sich auch einverleibt.
1447;Korneuburg;Was hast du 1447 in Korneuburg gemacht?;Landtag der österreichischen Stände in Anwesenheit des K. Friedrich.
1447;Mailand;Was hast du 1447 in Mailand gemacht?;Schreiben der Stadt Mailand an K. Friedrich (it. am 27. Nov.).
1447;Marburg;Was hast du 1447 in Marburg gemacht?;Er verleiht dem Sebald Graland von Nürnberg den vierten Theil folgender Güter, die von seinem Ahnherrn Hanns Graland an ihn gekommen sind.
1447;Mont;Was hast du 1447 in Mont gemacht?;Schreiben des Herzogs Philipp von Burgund an Herzog Albrecht von Oesterreich.
1447;Neustadt;Was hast du 1447 in Neustadt gemacht?;Item gleiche Einwilligung zu dem Compromiss auf die Stadt Ulm.
